problem,baseline,ex_affeq_direct_HW_efficient_n6,ex_affeq_direct_all_efficient_n6,ex_affeq_direct_conn_efficient_n6,ex_affeq_direct_n6,ex_affeq_direct_twoway_efficient_n6
1684_sat,0.009000000000000001,246.66,47.45,533.66,1028.85,339.67
1685_rand,0.004,0.03,0.06,1626.52,2404.01,3243.01
1686_sat,0.009000000000000001,240.95,346.34,345.88,293.35,458.41
1687_rand,0.005,445.04,449.53,482.05,531.48,566.43
1688_sat,0.006999999999999999,414.39,31.88,1597.2,81.45,2653.48
1689_rand,0.005,0.03,0.04,634.19,604.88,538.79
1690_sat,0.011000000000000001,697.78,18.54,731.46,797.14,579.87
1691_rand,0.006,1015.88,753.8,1834.28,1185.83,1522.18
1692_sat,0.005,5.22,190.4,1204.51,442.37,171.02
1693_rand,0.006,397.84,112.59,675.63,609.83,675.42
1694_sat,0.013000000000000001,1203.2,773.21,1290.68,1731.4,368.98
1695_rand,0.005,465.5,436.78,786.75,840.24,1083.08
1696_sat,0.021,117.15,36.86,425.26,438.5,287.08
1697_rand,0.006,1286.53,26.96,2351.19,1586.55,1814.16
1698_sat,0.012,205.82,237.0,522.28,353.26,262.43
1699_rand,0.004,0.03,0.04,994.92,1207.11,1178.09
1700_sat,0.018000000000000002,326.67,652.36,956.59,57.09,225.93
1701_rand,0.005,0.03,0.04,1082.59,1381.26,1274.17
1702_sat,0.008,904.07,522.32,444.45,547.26,
1703_rand,0.005,0.03,0.04,605.99,520.29,863.54
1704_sat,0.027000000000000003,694.19,132.08,307.24,2395.12,884.05
1705_rand,0.006,530.29,121.84,832.54,1029.14,1055.5
1706_sat,0.015,792.72,478.52,1177.05,94.14,1781.61
1707_rand,0.005,0.03,0.04,1220.14,1303.05,1302.78
1708_sat,0.008,48.85,112.39,168.73,147.11,39.96
1709_rand,0.006,1868.36,202.06,,2883.45,
1710_sat,0.028999999999999998,75.21,195.35,888.81,576.9,385.61
1711_rand,0.005,0.03,0.04,882.38,726.87,896.72
1712_sat,0.018000000000000002,75.49,16.23,113.91,673.11,1098.05
1713_rand,0.005,389.8,289.24,629.31,553.49,493.15
1714_sat,0.043,1125.74,1114.66,574.12,24.45,
1715_rand,0.005,0.02,0.06,1040.58,989.72,1146.2
1716_sat,0.016,978.46,108.06,1320.66,763.92,346.54
1717_rand,0.006,144.95,112.42,1903.59,1564.57,1818.24
1718_sat,0.017,408.58,9.38,710.02,1415.94,315.69
1719_rand,0.005,0.03,0.04,812.36,836.12,1025.4
1720_sat,0.012,136.45,528.97,427.41,299.9,
1721_rand,0.006,1005.52,1001.46,1069.66,1559.1,2589.96
1722_sat,0.006999999999999999,114.39,283.73,340.25,327.79,181.94
1723_rand,0.006,1557.08,1331.58,2416.73,3005.45,
1724_sat,0.02,138.81,90.73,783.85,129.43,271.46
1725_rand,0.006,0.03,0.08,357.6,364.6,382.0
1726_sat,0.031,55.11,8.24,332.93,127.62,492.68
1727_rand,0.006,979.15,211.4,1037.86,790.08,1100.96
1728_sat,0.02,219.7,140.72,612.03,755.93,772.36
1729_rand,0.006,492.71,619.25,717.98,772.03,723.38
1730_sat,0.021,362.74,731.72,96.72,102.41,961.39
1731_rand,0.005,0.03,0.03,577.92,726.56,740.24
1732_sat,0.01,989.59,427.94,138.91,498.5,79.69
1733_rand,0.006,375.51,277.78,608.41,602.75,653.76
1734_sat,0.008,622.87,291.57,27.13,115.33,406.39
1735_rand,0.006,95.53,16.71,289.21,273.45,327.3
1736_sat,0.027999999999999997,455.04,329.18,677.53,1281.87,244.29
1737_rand,0.006,1182.01,494.64,1538.25,1674.39,2166.3
1738_sat,0.008,156.49,109.28,18.51,254.81,1282.17
1739_rand,0.006,147.41,184.59,397.04,345.41,500.2
1740_sat,0.011000000000000001,231.53,231.75,1168.78,1167.38,72.75
1741_rand,0.005,0.03,0.04,1942.27,1414.94,1488.08
1742_sat,0.01,658.38,795.11,1143.4,2174.78,2456.72
1743_rand,0.005,0.03,0.05,375.63,401.2,502.55
1744_sat,0.027000000000000003,136.4,337.15,392.18,317.96,267.11
1745_rand,0.005,0.02,0.03,1367.09,1174.5,1713.85
1746_sat,0.013999999999999999,193.72,237.49,93.43,742.57,869.02
1747_rand,0.006,454.6,556.53,1156.47,1138.13,1525.63
1748_sat,1.624,1347.32,165.93,1121.63,2818.51,1107.31
1749_rand,0.005,0.04,0.06,991.6,1047.56,1062.14
1750_sat,0.047,31.36,70.51,700.05,403.65,1137.43
1751_rand,0.006,13.84,16.64,1279.27,1406.25,1353.36
1752_sat,0.024,242.14,586.37,914.78,1238.51,301.34
1753_rand,0.006,0.03,0.06,854.92,609.68,657.74
1754_sat,0.006,194.26,741.47,362.94,350.9,707.8
1755_rand,0.005,0.03,0.04,986.91,927.49,1106.55
1756_sat,0.006999999999999999,526.05,55.18,983.03,1754.77,459.57
1757_rand,0.006,0.03,0.04,1214.61,1579.64,2000.11
1758_sat,0.006999999999999999,693.27,105.89,540.45,1378.04,1757.41
1759_rand,0.006,757.84,700.63,1460.42,1444.48,1718.27
1760_sat,0.006999999999999999,209.1,861.37,247.19,829.76,714.5
1761_rand,0.005,0.03,0.04,935.82,910.99,1033.87
1762_sat,0.033,19.31,79.37,95.4,96.85,171.1
1763_rand,0.006,786.44,171.51,1056.22,1126.44,1288.24
1764_sat,0.006,1938.31,50.16,2042.09,1872.66,640.09
1765_rand,0.006,864.63,89.83,1923.44,1940.09,2545.21
1766_sat,0.025,887.93,873.83,823.58,85.97,1156.51
1767_rand,0.005,899.64,152.08,1325.42,1581.56,2498.18
1768_sat,0.006,427.47,342.03,177.71,113.35,1896.85
1769_rand,0.005,0.02,0.03,881.93,854.0,1099.88
1770_sat,3.2769999999999997,250.6,281.13,72.39,190.15,311.66
1771_rand,0.005,52.24,48.81,771.11,712.61,718.22
1772_sat,0.013000000000000001,139.72,157.27,14.32,361.56,592.85
1773_rand,0.005,0.03,0.05,1727.92,1732.02,1635.07
1774_sat,0.054000000000000006,99.53,317.9,497.13,298.66,699.81
1775_rand,0.006,1403.67,178.55,2035.12,2039.22,3439.18
1776_sat,0.023,510.04,37.02,975.04,458.26,1495.81
1777_rand,0.004,0.03,0.04,1336.6,1389.12,1333.09
1778_sat,0.006999999999999999,500.21,433.4,132.58,41.77,444.74
1779_rand,0.004,0.03,0.05,2901.41,2046.21,2282.52
1780_sat,0.08800000000000001,729.98,99.83,1085.57,106.1,2111.63
1781_rand,0.004,0.03,0.06,1141.99,1440.65,1244.62
1782_sat,0.008,898.46,1157.85,1533.04,204.46,1714.13
1783_rand,0.004,0.03,0.05,2430.45,2660.9,
1784_sat,0.038,283.85,702.08,1292.92,1164.14,923.39
1785_rand,0.004,0.03,0.04,3008.1,3070.42,2380.18
1786_sat,0.008,334.3,138.65,543.17,641.7,952.58
1787_rand,0.005,606.52,489.09,1146.6,1085.39,965.54
1788_sat,0.036000000000000004,97.94,135.46,688.04,531.68,1001.78
1789_rand,0.005,3220.34,328.56,2968.37,3454.04,
1790_sat,0.006999999999999999,12.58,12.59,143.74,130.26,87.16
1791_rand,0.005,1109.05,566.63,1732.22,1776.19,2269.26
1792_sat,0.011000000000000001,148.75,445.17,1554.22,1136.4,575.11
1793_rand,0.005,0.03,0.05,,,
1794_sat,0.006,136.05,220.81,319.01,31.44,398.45
1795_rand,0.006,1041.93,857.33,2042.69,1898.99,2161.98
1796_sat,0.009000000000000001,332.43,28.18,510.09,225.48,1172.82
1797_rand,0.004,0.03,0.04,2005.79,1840.45,2149.21
1798_sat,0.013000000000000001,85.03,19.91,1035.49,658.95,292.25
1799_rand,0.005,914.36,385.02,1655.15,2245.45,2372.89
1800_sat,0.006,243.36,42.04,79.31,95.87,184.75
1801_rand,0.006,848.16,1157.82,1391.97,1359.47,1613.4
1802_sat,0.009000000000000001,492.85,182.06,282.88,932.73,845.58
1803_rand,0.006,0.02,0.03,1102.35,1138.66,1025.74
1804_sat,0.006999999999999999,1147.22,532.66,1374.58,156.57,1431.98
1805_rand,0.006999999999999999,1239.25,783.11,2054.04,2221.95,2620.88
1806_sat,0.021,320.33,69.5,375.44,1748.39,1231.37
1807_rand,0.005,0.02,0.04,640.77,639.8,790.85
1808_sat,0.011000000000000001,784.56,682.86,1763.19,2212.32,121.43
1809_rand,0.006,1037.58,422.62,1354.88,1362.52,1596.93
1810_sat,0.012,38.53,233.67,268.03,101.28,137.98
1811_rand,0.005,0.03,0.04,753.72,825.51,938.68
1812_sat,0.032,431.49,33.81,527.59,546.51,580.19
1813_rand,0.006,903.01,868.74,1689.53,1368.87,1903.1
1814_sat,0.013999999999999999,167.76,71.5,57.53,149.16,255.59
1815_rand,0.006,274.69,261.03,414.24,343.44,488.04
1816_sat,0.006999999999999999,495.07,428.22,230.0,902.99,2765.46
1817_rand,0.005,837.79,841.91,1255.79,1231.91,1332.85
1818_sat,0.01,713.42,187.67,970.31,520.51,646.26
1819_rand,0.005,0.03,0.04,1571.52,1409.36,1544.62
1820_sat,0.006,994.52,362.31,884.75,1869.03,725.36
1821_rand,0.006,860.99,238.18,2200.13,1685.5,2257.48
1822_sat,0.034,1093.17,1244.46,974.57,1708.71,512.17
1823_rand,0.005,0.02,0.06,1138.23,1296.91,1637.93
1824_sat,0.114,200.8,369.99,121.75,153.51,825.83
1825_rand,0.006,0.02,0.04,1033.27,793.73,895.92
1826_sat,0.005,163.71,152.89,250.03,1382.83,1275.43
1827_rand,0.006,218.07,170.97,591.0,655.32,872.17
1828_sat,0.005,307.5,234.6,420.82,478.16,547.21
1829_rand,0.006,0.02,0.04,1703.43,1416.52,1106.32
1830_sat,0.008,101.29,167.52,83.92,40.01,189.22
1831_rand,0.005,0.02,0.05,1273.79,1451.24,1010.89
1832_sat,0.048,601.06,100.03,752.55,121.24,274.84
1833_rand,0.005,0.02,0.05,1369.28,1212.27,1695.72
1834_sat,0.067,24.22,2.56,741.04,131.47,985.78
1835_rand,0.005,0.03,0.03,2200.37,2150.92,2940.11
1836_sat,0.009000000000000001,141.13,9.69,1179.7,68.75,692.77
1837_rand,0.006999999999999999,371.69,28.09,1273.41,1183.74,1339.01
1838_sat,0.006,33.26,1032.23,1547.17,1760.74,2562.61
1839_rand,0.005,0.02,0.04,1044.78,1233.49,1160.24
1840_sat,0.011000000000000001,21.45,199.51,310.43,29.89,124.03
1841_rand,0.006,521.68,519.8,1152.21,1205.56,1268.7
1842_sat,0.006,233.94,4.18,25.96,228.76,130.94
1843_rand,0.006,1302.66,154.97,1479.57,1631.49,1720.32
1844_sat,0.008,13.96,5.47,460.83,631.42,347.97
1845_rand,0.006,875.22,620.48,1689.45,2180.85,2111.19
1846_sat,0.009000000000000001,25.26,30.48,114.46,327.37,111.55
1847_rand,0.005,0.03,0.07,2090.36,1487.41,1919.11
1848_sat,0.006999999999999999,224.0,298.48,979.45,291.66,1119.8
1849_rand,0.005,0.03,0.04,1653.4,1866.59,2305.77
1850_sat,0.016,12.21,6.06,287.01,303.31,622.5
1851_rand,0.005,0.02,0.04,637.5,647.53,681.2
1852_sat,0.035,102.45,14.26,565.19,768.36,1484.43
1853_rand,0.005,635.71,26.38,2365.01,1965.18,2026.24
1854_sat,0.013000000000000001,162.73,104.14,250.95,157.28,401.77
1855_rand,0.005,0.02,0.05,1852.45,1748.06,1762.04
1856_sat,0.008,443.35,224.02,227.41,856.82,356.37
1857_rand,0.004,0.03,0.06,584.98,664.23,869.1
1858_sat,0.026000000000000002,176.56,164.74,104.1,152.26,103.1
1859_rand,0.005,0.03,0.04,529.9,608.81,627.34
1860_sat,0.008,1466.96,82.29,711.11,292.19,1499.79
1861_rand,0.006,632.8,540.04,1551.97,1279.62,1234.43
1862_sat,0.019,663.79,565.09,565.5,776.07,734.38
1863_rand,0.005,534.32,447.83,730.04,708.44,698.8
1864_sat,0.006999999999999999,24.49,66.19,300.51,232.7,19.17
1865_rand,0.005,0.02,0.04,1830.03,1362.52,1719.91
1866_sat,0.01,341.22,160.3,2237.96,301.59,2744.12
1867_rand,0.005,313.85,208.2,689.09,638.7,696.07
1868_sat,0.036000000000000004,311.77,57.67,161.72,272.71,74.34
1869_rand,0.005,0.03,0.04,1968.58,2015.74,2234.37
1870_sat,0.025,468.1,279.75,64.48,341.52,557.02
1871_rand,0.005,776.38,793.43,871.73,1465.47,1605.19
1872_sat,0.006999999999999999,85.42,566.02,854.71,474.97,1122.98
1873_rand,0.005,0.03,0.05,1371.69,1718.37,1467.32
1874_sat,0.012,996.42,1279.49,988.35,311.92,1960.17
1875_rand,0.005,252.59,131.3,326.51,325.69,305.33
1876_sat,0.272,162.84,114.94,82.02,135.4,78.73
1877_rand,0.005,0.03,0.05,1808.42,1739.07,2184.26
1878_sat,0.015,681.43,188.19,291.52,490.8,1251.69
1879_rand,0.005,0.03,0.07,1680.07,1469.74,1350.39
1880_sat,0.01,599.07,394.43,1323.85,631.62,1508.56
1881_rand,0.005,5.03,7.4,768.58,742.88,572.29
1882_sat,0.02,762.03,1700.5,1808.17,768.45,599.23
1883_rand,0.005,1237.59,383.97,1844.57,2467.8,
1884_sat,0.006,464.77,731.48,1099.39,275.24,1210.17
1885_rand,0.005,624.53,20.03,1196.38,977.46,1458.77
1886_sat,0.009000000000000001,39.78,89.61,99.07,77.59,278.63
1887_rand,0.004,0.03,0.04,1129.0,1215.07,1024.17
1888_sat,0.01,79.31,84.71,153.67,250.43,21.23
1889_rand,0.005,0.03,0.07,489.02,459.9,414.42
1890_sat,0.016,1136.6,302.59,525.97,716.6,66.55
1891_rand,0.005,0.02,0.03,736.98,739.68,1195.75
1892_sat,0.006,193.33,146.12,203.81,124.9,39.38
1893_rand,0.006,26.24,27.76,502.84,647.2,469.4
1894_sat,0.006,102.82,41.89,503.59,86.01,736.2
1895_rand,0.005,0.02,0.06,1092.12,1005.95,1083.15
1896_sat,0.042,31.05,114.68,938.39,355.69,476.48
1897_rand,0.005,0.03,0.06,4.39,10.71,9.98
1898_sat,0.008,1410.46,101.59,665.12,2280.62,1202.12
1899_rand,0.004,0.04,0.06,,1567.34,2893.3
1900_sat,0.013000000000000001,21.46,128.72,106.57,85.17,75.55
1901_rand,0.004,0.03,0.03,2573.01,2419.97,3174.24
1902_sat,0.015,104.74,269.46,109.9,615.75,451.78
1903_rand,0.006,951.22,718.39,1384.54,1619.4,2735.59
1904_sat,0.006999999999999999,84.94,223.02,112.81,87.09,138.89
1905_rand,0.005,0.03,0.06,1388.17,1524.74,1675.71
1906_sat,0.017,110.4,404.96,287.21,355.97,934.13
1907_rand,0.004,0.03,0.07,770.05,802.58,637.68
1908_sat,0.006999999999999999,88.69,688.61,719.95,809.67,1678.37
1909_rand,0.005,901.64,476.4,1102.36,1658.98,1452.33
1910_sat,0.006,1051.52,149.59,498.1,581.19,2033.64
1911_rand,0.006999999999999999,694.08,117.65,1048.71,1474.01,1319.83
1912_sat,0.040999999999999995,39.03,174.42,30.29,298.67,1505.29
1913_rand,0.005,0.04,0.05,247.92,233.85,271.2
1914_sat,0.006,470.02,189.52,94.53,495.07,343.64
1915_rand,0.005,0.03,0.03,297.14,314.52,318.15
1916_sat,0.047,699.17,136.59,304.92,880.8,476.45
1917_rand,0.005,533.29,430.29,1104.42,1206.07,1826.29
1918_sat,0.006999999999999999,55.05,109.51,661.36,922.74,1620.13
1919_rand,0.005,0.02,0.03,1230.54,849.21,1274.32
1920_sat,0.018000000000000002,443.83,528.85,300.18,77.21,738.84
1921_rand,0.005,1081.75,695.22,1113.1,1241.75,899.12
1922_sat,0.008,1166.45,1001.77,501.63,104.32,1606.08
1923_rand,0.005,0.03,0.03,659.07,811.7,760.34
1924_sat,0.013000000000000001,38.1,17.92,657.1,151.0,292.75
1925_rand,0.005,165.15,17.24,514.8,512.12,583.25
1926_sat,0.011000000000000001,393.98,355.39,1477.25,409.13,399.14
1927_rand,0.005,0.03,0.04,1352.66,999.11,1476.5
1928_sat,0.013999999999999999,5.64,114.39,483.7,212.03,382.72
1929_rand,0.005,0.03,0.05,1165.33,1021.6,1310.2
1930_sat,0.20199999999999999,91.4,599.16,116.16,78.7,1185.1
1931_rand,0.006,0.02,0.03,1244.62,1546.83,1258.8
1932_sat,0.008,1592.03,693.11,1235.03,1236.3,338.96
1933_rand,0.006999999999999999,537.44,165.03,1137.16,1046.25,960.7
1934_sat,95.389,1065.98,106.39,40.33,465.09,200.78
1935_rand,0.005,654.71,608.36,784.17,858.42,932.22
1936_sat,0.006,965.87,1605.88,1829.43,1461.21,2400.6
1937_rand,0.006,60.26,47.85,928.22,975.82,955.22
1938_sat,0.006999999999999999,612.63,120.63,744.76,504.08,114.74
1939_rand,0.005,0.03,0.04,1174.67,886.35,847.85
1940_sat,0.01,451.52,154.84,630.89,1527.53,655.13
1941_rand,0.005,640.71,595.2,1628.87,1927.36,2201.21
1942_sat,0.01,172.44,262.03,311.01,133.7,666.03
1943_rand,0.006,284.53,103.3,326.04,356.16,316.39
1944_sat,0.037000000000000005,110.18,142.73,1194.79,1801.53,547.69
1945_rand,0.005,732.08,555.73,906.81,1200.82,1373.45
1946_sat,0.017,232.36,349.99,312.44,163.46,728.97
1947_rand,0.005,0.02,0.04,662.37,811.35,636.2
1948_sat,0.052000000000000005,1002.2,958.46,2103.63,355.66,2310.02
1949_rand,0.005,0.03,0.05,1848.99,,
1950_sat,0.006999999999999999,205.26,253.03,46.22,293.38,420.85
1951_rand,0.004,0.02,0.04,2118.61,2131.04,
1952_sat,0.008,1047.13,793.02,953.5,415.24,515.73
1953_rand,0.005,0.02,0.04,633.26,651.25,637.82
1954_sat,0.036000000000000004,487.13,198.17,785.81,1133.99,1359.98
1955_rand,0.006,0.03,0.06,2204.48,2227.8,
1956_sat,0.052000000000000005,316.11,138.12,597.05,618.28,269.08
1957_rand,0.006,1186.51,953.86,1820.52,1764.37,1744.78
1958_sat,0.301,371.95,446.31,912.92,420.0,812.45
1959_rand,0.004,0.03,0.05,1891.29,1380.47,
1960_sat,0.009000000000000001,188.95,51.89,100.32,803.06,253.39
1961_rand,0.005,1591.18,1154.14,1749.94,1715.03,1900.33
1962_sat,0.009000000000000001,799.9,245.8,154.73,726.24,221.97
1963_rand,0.005,107.21,103.9,1085.64,1022.47,1048.62
1964_sat,0.018000000000000002,71.93,20.02,526.15,768.97,1167.8
1965_rand,0.005,0.03,0.04,2196.48,2088.25,1960.54
1966_sat,0.011000000000000001,48.61,6.24,842.38,297.01,324.73
1967_rand,0.004,0.02,0.03,1781.63,2497.38,2692.75
1968_sat,0.01,25.64,86.03,328.45,252.53,344.28
1969_rand,0.005,0.03,0.02,1302.15,1438.71,1197.76
1970_sat,0.009000000000000001,754.96,67.35,2220.72,946.76,989.19
1971_rand,0.005,0.03,0.06,1732.99,1878.39,1870.67
1972_sat,0.036000000000000004,1082.39,440.65,1898.56,1518.11,603.14
1973_rand,0.005,0.02,0.03,704.66,667.13,775.55
1974_sat,0.006999999999999999,172.86,216.42,298.37,560.57,218.1
1975_rand,0.005,0.02,0.03,1330.46,1661.09,1845.02
1976_sat,0.017,226.33,79.91,263.48,159.74,50.52
1977_rand,0.004,0.04,0.05,1181.02,1173.46,1111.92
1978_sat,0.071,393.79,383.44,197.81,1803.68,91.22
1979_rand,0.005,2007.26,1034.73,3253.84,2850.72,2375.54
1980_sat,0.052000000000000005,1172.58,130.64,316.59,21.75,298.17
1981_rand,0.004,0.02,0.03,507.65,507.9,724.61
1982_sat,0.083,12.92,179.09,393.92,954.5,28.82
1983_rand,0.005,806.76,643.7,1697.15,2148.63,2558.98
1984_sat,0.023,1084.45,488.74,2597.2,1458.97,1154.8
1985_rand,0.004,0.03,0.05,964.59,1004.85,1322.89
1986_sat,0.008,27.45,584.11,3085.01,28.66,
1987_rand,0.005,844.87,233.81,1209.37,1076.97,1267.65
1988_sat,0.022000000000000002,33.86,117.07,605.19,69.08,83.36
1989_rand,0.005,239.82,31.81,316.43,338.59,337.37
1990_sat,0.01,237.82,115.52,672.29,399.25,668.44
1991_rand,0.005,320.09,271.01,626.84,718.51,809.75
1992_sat,0.006,1183.15,69.97,1292.7,1148.86,500.94
1993_rand,0.005,0.03,0.05,803.61,745.84,774.5
1994_sat,0.05,852.88,244.21,438.44,228.3,1631.02
1995_rand,0.006,1604.73,1533.52,2025.36,1773.65,3249.25
1996_sat,0.005,153.35,548.44,468.39,568.73,243.89
1997_rand,0.005,860.8,163.94,1828.07,1721.79,1830.27
1998_sat,0.011000000000000001,183.44,415.37,1344.83,612.97,2043.37
1999_rand,0.005,690.09,628.15,998.13,857.19,1230.26
2000_sat,0.17300000000000001,130.62,53.69,648.63,47.91,88.28
